title,price,area,location,scraped_date,published_date,description,bedrooms,bathrooms
"BÁN CĂN 3 PN, 2wc. S= 115m. Dự án chung cư USILK - KĐT Văn Khê, La khê, Hà Đông",Giá thỏa thuận,115 m²,"La Khê, Hà Đông",14/02/2026,,20/02/2026,,
"Bán biệt thự Y01 - 10 An Phú Shop Villas mặt đường 27m, kinh doanh sầm uất. Sổ đỏ chính chủ",50 tỷ,198 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
Bán căn góc đơn lập biệt thự Le Jardin-Park City. Vườn cây quanh nhà. Đẳng cấp thế giới. 0914 102 ***,58 tỷ,360 m²,"La Khê, Hà Đông",,,20/02/2026,,
Do nhu cầu thay đổi chỗ ở. G.đình tôi cần bán biệt thự 16B-3 KĐT Làng Việt Kiều Châu Âu 0985 242 ***,Giá thỏa thuận,158 m²,"Mỗ Lao, Hà Đông",,,20/02/2026,,
"Bán CC đẹp 2PN 2WC tại CT4B Xa La, 5,2 tỷ, 67,8 m2","5,2 tỷ","·67,8 m²","Phúc La, Hà Đông",19/02/2026,,20/02/2026,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",19/02/2026,,20/02/2026,,
Bán căn góc đơn lập 4 mặt thoáng biệt thự C28-10 đẹp nhất KĐT Geleximco. Siêu hiếm. 0985 242 ***,41 tỷ,445 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
"Bán căn góc biệt thự BT03-11 KĐT Văn Khê. Kinh doanh quá đẹp, hàng hiếm. 0985 242 ***",39 tỷ,191 m²,"La Khê, Hà Đông",,,20/02/2026,,
"Bán biệt thự An Hưng, vị trí đẹp view hồ, lô góc 2 mặt thoáng, sang tên sổ đỏ. hotline 0914 102 ***",41 tỷ,240 m²,"La Khê, Hà Đông",,,20/02/2026,,
"Bán căn góc biệt thự ngay cạnh hồ công viên 18ha - Nam Cường, cạnh siêu thị Aeon. 35 tỷ. 0914 102 ***",35 tỷ,180 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
"Hot. Suất ngoại giao biệt thự An Quý Villas, Nam Cường. Gần Aeon Nhật Bản 33,5 tỷ sổ đỏ. 0914 102 ***","33,5 tỷ",180 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
Gia đình tôi cần bán biệt thự 300m2 căn góc M07-08 An Khang Villa Nam Cường. Gần hồ công viên 12ha,51 tỷ,300 m²,"La Khê, Hà Đông",,,20/02/2026,,
"38 tỷ, biệt thự 2 mặt đường An Khang Villas, DT 200m2, xây 1 hầm 4T nổi, cạnh hồ công viên, sổ đỏ",38 tỷ,200 m²,"La Khê, Hà Đông",,,20/02/2026,,
Cần tiền gấp. Giá nào cũng bán. Biệt thự 198m2 An Quý Villas. 2 mặt đường trước sau. 0989 695 ***,39 tỷ,198 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
"Bán biệt thự căn góc A02 - 12 An Vượng Villas, gần siêu thị Aeon, vừa ở vừa kinh doanh. 0914 102 ***",46 tỷ,227 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
"Bán biệt thự 2 mặt đường An Phú Shop Villas, KĐT Nam Cường. Vừa ở vừa kinh doanh quá đẹp sổ đỏ sẵn",38 tỷ,"202,5 m²","Dương Nội, Hà Đông",,,20/02/2026,,
"Do nhu cầu chuyển đổi chỗ ở. Gia đình tôi cần bán biệt thự khu A, ĐTM Nam Cường. Gần Aeon, sổ đỏ",41 tỷ,198 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
"Chính chủ. Cần bán biệt thự A05-03 An Vượng Villas. Vị trí đẹp. Gần AEON, hồ công viên. 0914 102 ***",39 tỷ,180 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
Bán nhà Ngô Thì Nhậm Hà Đông 98m2 4 Tầng Mặt Tiền 8.2m hơn 32 tỷ ôtô tránh KinhDoanh Văn Phòng LHCC,"32,5 tỷ",98 m²,"La Khê, Hà Đông",,,20/02/2026,,
"Liền kề 100m2, 5T, KD tốt, giá hợp lý tại Nguyễn Khuyến, Đường 19/5, Văn Quán, Hà Đông",24 tỷ,100 m²,"Văn Quán, Hà Đông",14/02/2026,,20/02/2026,,
Duy nhất căn duplex thông tầng 337m2 có sân vườn view hồ Văn Quán cần bán gấp. Chi tiết phía dưới,"22,8 tỷ",337 m²,"Văn Quán, Hà Đông",14/02/2026,,20/02/2026,,
Chủ đầu tư mở bán dự án tòa Kepler Land tòa HH1 từ 1-3 phòng ngủ,Giá thỏa thuận,43 m²,"Mỗ Lao, Hà Đông",14/02/2026,,20/02/2026,,
Chính chủ cần bán nhanh căn hộ 3 phòng ngủ tòa HH02 Kepler Land,"10,4 tỷ",103 m²,"Mỗ Lao, Hà Đông",14/02/2026,,20/02/2026,,
Cần bán nhanh căn hộ 2 phòng ngủ+ 1 phòng ngủ Kepler Land,"7,95 tỷ",82 m²,"Mỗ Lao, Hà Đông",14/02/2026,,20/02/2026,,
"Duy nhất căn liền kề Văn Phú - đường 24m - kinh doanh đỉnh, 90m- 5 tầng, MT: 5m (MTG, MG)",Giá thỏa thuận,90 m²,"Phú La, Hà Đông",14/02/2026,,20/02/2026,,
"Bán gấp tòa nhà văn phòng Vạn Phúc, 7 tầng, thang máy, có hầm, DT 85m2 - MT: 8,5m",32 tỷ,85 m²,"Vạn Phúc, Hà Đông",14/02/2026,,20/02/2026,,
"Bán CC đẹp 2PN 2WC tại CT4B Xa La, 5,2 tỷ, 67,8 m2","5,2 tỷ","·67,8 m²","Phúc La, Hà Đông",19/02/2026,,20/02/2026,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",19/02/2026,,20/02/2026,,
"Bán liền kề Văn Phú - đường 24m 105m2 - 5T, thang máy, kinh doanh, đầu tư sinh lời cao, nhỉnh 2x tỷ",Giá thỏa thuận,105 m²,"Phú La, Hà Đông",14/02/2026,,20/02/2026,,
"Cần bán gấp lô góc Văn Phú 150m2 - MT :25m, Thang máy-Gần công viên 365- Kinh doanh đa dạng.",Giá thỏa thuận,150 m²,"Phú La, Hà Đông",14/02/2026,,20/02/2026,,
"Chính chủ gửi bán liền kề KĐT Văn Phú - Trục kinh doanh, thang máy, DT 90m2 - 5T, hoàn thiện đẹp",Giá thỏa thuận,90 m²,"Phú La, Hà Đông",14/02/2026,,20/02/2026,,
"CHÍNH CHỦ GỬI BÁN GẤP LIỀN KỀ VĂN PHÚ-NHÀ HOÀN THIỆN ĐẸP,KO LỖI ,DT 80M-5 TẦNG,NHỈNH 18 TỶ",Giá thỏa thuận,80 m²,"Phú La, Hà Đông",14/02/2026,,20/02/2026,,
"Chính chủ gửi bán liền kề Văn Phú-Ngay công viên,dt 95m-5 tầng,Vị trí đắc địa,hiếm bán.",Giá thỏa thuận,95 m²,"Phú La, Hà Đông",14/02/2026,,20/02/2026,,
"Bán nhà Văn Quán ô tô tránh kinh doanh 50m2, 4,5m mặt tiền, giá 9.5 tỷ","9,5 tỷ",50 m²,"Văn Quán, Hà Đông",,,20/02/2026,,
"Bán nhà vườn khu D Hoàn thiện siêu đẹp, trước mặt trường học bước chân tới vườn hoa",21 tỷ,114 m²,"Dương Nội, Hà Đông",14/02/2026,,20/02/2026,,
"Bán liền kề xây 7 tầng tại KĐT Thanh Hà , giá cực 16,8 tỷ, 100m2 ( cần thanh toán sớm nhất có thể)","16,8 tỷ",100 m²,"Kiến Hưng, Hà Đông",14/02/2026,,20/02/2026,,
Bán căn góc 4 tầng Trần Phú- Văn Quán gần hồ Văn Quán-Big C Hà Đông 40m2 giá 8 tỷ,8 tỷ,40 m²,"Văn Quán, Hà Đông",,,20/02/2026,,
"Bán lô góc ngay đường đôi Vạn Phúc ngay bưu điện Hà Đông - Cầu Trắng Mỗ Lao 50m2, giá 9 tỷ",9 tỷ,50 m²,"Mỗ Lao, Hà Đông",,,20/02/2026,,
Bán nhà phân lô vỉa hè ôtô tránh kinh doanh Chiến Thắng ngay Học Viện An Ninh giá hơn 10tỷ,10 tỷ,45 m²,"Văn Quán, Hà Đông",,,20/02/2026,,
Bán nhà 4 tầng phân lô phố Tô Hiệu trung tâm phố cổ Hà Đông ô tô đỗ sát nhà giá hơn 9tỷ,"9,9 tỷ",50 m²,"Hà Cầu, Hà Đông",,,20/02/2026,,
Bán nhà dịch vụ Văn Khê vỉa hè oto tránh kinh doanh ngay dịch vụ Vạn Phúc-Him Lam giá nhỉnh 19tỷ,19 tỷ,83 m²,"La Khê, Hà Đông",,,20/02/2026,,
Bán nhà 5 tầng mặt ngõ Lê Trọng Tấn ngay Lê Quang Đạo Aeon Mall ôtô đỗ cửa kinh doanh giá hơn 7tỷ,7 tỷ,35 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
Bán nhà ngay ga Văn Quán-Hồ Gươm Plaza ngõ thông oto sát nhà dọn vào ở ngay giá hơn 7 tỷ,"7,4 tỷ",37 m²,"Văn Quán, Hà Đông",,,20/02/2026,,
"Bán đất dịch vụ khu LK16, 17, 18 Dương Nội, Hà Đông. Đường 17.5m, view biệt thự",Giá thỏa thuận,50 m²,"Dương Nội, Hà Đông",14/02/2026,,20/02/2026,,
"Bán 90m2 đất đấu giá LK19AB Dương Nội, sát Đường Lê Quang Đạo. Vị trí đẹp, giá tốt",Giá thỏa thuận,90 m²,"Dương Nội, Hà Đông",14/02/2026,,20/02/2026,,
"Bán đất dịch vụ Đồng Đế, Dương Nội, view vườn hoa. Giá tốt nhất",Giá thỏa thuận,50 m²,"Dương Nội, Hà Đông",14/02/2026,,20/02/2026,,
Bán gấp căn góc 4 tầng x 37m2 xây mới cực đẹp sát TTTM Aeon Mall Hà Đông - công viên Thiên Văn Học,"8,86 tỷ",40 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
Bán căn 3PN mẫu D 108m2 phòng khách rộng tại CC Park Kiara KĐT ParkCity full nội thất 0968 450 ***,"12,8 tỷ",108 m²,"La Khê, Hà Đông",,,20/02/2026,,
"Bán CC đẹp 2PN 2WC tại CT4B Xa La, 5,2 tỷ, 67,8 m2","5,2 tỷ","·67,8 m²","Phúc La, Hà Đông",19/02/2026,,20/02/2026,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",19/02/2026,,20/02/2026,,
"Bán CT5 Văn Khê, 7,85 tỷ, 150,9 m2, full nội thất đẹp, giao dịch nhanh gọn","7,8 tỷ","150,9 m²","La Khê, Hà Đông",,,20/02/2026,,
"Bán Căn hộ 3PN, 2WC, 93,4m2 tại CT2 Bắc Hà, Mỗ Lao, Hà Đông, Hà Nội, 6,85 tỷ VND","6,85 tỷ","93,4 m²","Mỗ Lao, Hà Đông",,,20/02/2026,,
"6,7 tỷ căn hộ chung cư Xa La. 3PN 2WC 101,7m2 full nội thất cao cấp","6,7 tỷ","101,7 m²","Phúc La, Hà Đông",,,20/02/2026,,
Tôi chủ nhà bán căn 107m2 tại Booyoung Mỗ Lao đầy đủ nội thất có slot ô tô giá 7 tỷ thương lượng,7 tỷ,107 m²,"Mỗ Lao, Hà Đông",,,20/02/2026,,
Tôi chủ nhà bán gấp căn 3PN DT 100m2 hướng mát full nội thất có slot ô tô giá 7.5 tỷ,"7,5 tỷ",100 m²,"Mỗ Lao, Hà Đông",,,20/02/2026,,
Chính chủ bán căn góc 64m 2pn 2vs nội thất Full đồ sổ đỏ lâu dài giá nhỉnh 4 tỷ tại tòa ct2B Xa La,Giá thỏa thuận,64 m²,"Phúc La, Hà Đông",14/02/2026,,20/02/2026,,
"Bán gấp căn BT 240m2 kdt Thanh Hà,giá 9xtr/m2 đường 17m hướng đông, 2 mặt thoáng.cạnh đường lớn..",Giá thỏa thuận,240 m²,"Kiến Hưng, Hà Đông",14/02/2026,,20/02/2026,,
Chính chủ bán căn góc 102m 3pn 2vs nội thất Full đồ sđcc Giá nhỉnh 6 tỷ tại toà ct2a KDT Xa La,Giá thỏa thuận,102 m²,"Phúc La, Hà Đông",14/02/2026,,20/02/2026,,
"BÁN GẤP NHÀ LIỀN KỀ VĂN KHÊ, Ô TÔ TRÁNH VỈA HÈ, 83M25T, 5PN, MT 5M, 20.5 TỶ - LH 0987 104 ***","20,5 tỷ",83 m²,"La Khê, Hà Đông",14/02/2026,,20/02/2026,,
"Bán biệt thự M03 - 12 An Khang Villas, lô góc ngay cạnh hồ vị trí rất đẹp, sổ đỏ 0914 102 ***",52 tỷ,241 m²,"La Khê, Hà Đông",,,20/02/2026,,
"Bán Nhà Riêng tại Phố Phú Lương Hà Đông ,hà nội 30m2 5tâng giá chi 5 tỷ",5 tỷ,30 m²,"Phú Lương, Hà Đông",,,20/02/2026,,
"Bán nhà ngay trung tâm Bế Văn Đàn, nhà mới 5 tầng đầy đủ tiện nghi. Ô tô vào tận cửa.098207912",6 tỷ,22 m²,"Quang Trung, Hà Đông",,,20/02/2026,,
"Bán 71m thông thủy 75m tim tường 2 ngủ 2vs tòa nam Xa La , KĐT Xa La ,Hà Đông ,Hà Nội.sổ đỏ cc","4,29 tỷ",71 m²,"Phúc La, Hà Đông",13/02/2026,,20/02/2026,,
"Cần bán toà nhà liền kề Vạn Phúc, Hà Đông. Hoàn thiện full nội thất. LH 0983 983 ***",24 tỷ,75 m²,"Vạn Phúc, Hà Đông",,,20/02/2026,,
"Cắt lỗ! SH mặt phố Lê Trọng Tấn, Hà Đông 120m2 xây 6 tầng mặt tiền 6m",35 tỷ,120 m²,"Dương Nội, Hà Đông",13/02/2026,,20/02/2026,,
"Duy nhất 1 căn liền kề trục chính khu B Geleximco, 95m2, giá 18 tỷ",18 tỷ,95 m²,"Dương Nội, Hà Đông",13/02/2026,,20/02/2026,,
CƠ HỘI VÀNG NHÀ ĐẸP GELEXIMCO A GIÁ RẺ NHƯ NHÀ THÔ 80m MT 5m Cho thuê 250tr/năm,"19,5 tỷ",80 m²,"Dương Nội, Hà Đông",13/02/2026,,20/02/2026,,
"HOT NHẤT TRỤC TỐ HỮU SH HIM LAM 7 TẦNG MẶT TIỀN 6,5M KINH DOANH HÁI RA TIỀN CHỈ NHỈNH 44","44,5 tỷ",91 m²,"Vạn Phúc, Hà Đông",13/02/2026,,20/02/2026,,
Bán đất Hàng Bè Kiến Hưng 52m2 mặt tiền 5m hơn 13 tỷ phân lô Dịch Vụ ôtô tránh vỉa hè CC 0976 052 ***,"13,8 tỷ",52 m²,"Kiến Hưng, Hà Đông",,,20/02/2026,,
CHÍNH CHỦ tự BÁN NHÀ TT18 VĂN QUÁN SỐ 52 84M2 5 TẦNG ĐẸP,22 tỷ,85 m²,"Phúc La, Hà Đông",13/02/2026,,20/02/2026,,
"Bán CC đẹp 2PN 2WC tại CT4B Xa La, 5,2 tỷ, 67,8 m2","5,2 tỷ","·67,8 m²","Phúc La, Hà Đông",19/02/2026,,20/02/2026,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",19/02/2026,,20/02/2026,,
"CHÍNH CHỦ GIẢM 1 TỶ, ĐẤU GIÁ NGÔ THÌ NHẬM 48M 4 TẦNG KINH DOANH Nhỉnh 15 tỷ",Giá thỏa thuận,48 m²,"Hà Cầu, Hà Đông",13/02/2026,,20/02/2026,,
"Giảm 500 triệu bán đất phân lô Chiến Thắng, Văn Quán 45m2, mặt tiền 4m","13,5 tỷ",45 m²,"Hà Cầu, Hà Đông",13/02/2026,,20/02/2026,,
"Chiến Thắng Văn Quán 45m2 6 tầng thang máy khu phân lô 14,5 tỷ","14,5 tỷ",45 m²,"Văn Quán, Hà Đông",13/02/2026,,20/02/2026,,
"MỘ LAO, HÀ ĐÔNG, 43M2 2 MẶT ĐƯỜNG MT 4M PHÂN LÔ Ô TÔ TRÁNH 13,5 TỶ","13,5 tỷ",43 m²,"Mỗ Lao, Hà Đông",13/02/2026,,20/02/2026,,
"Anh tôi cần bán giảm 800 triệu nhà 60m2, 5 Tầng, mặt tiền 5m ô tô tránh Văn Quán Hà Đông","15,8 tỷ",60 m²,"Phúc La, Hà Đông",13/02/2026,,20/02/2026,,
BÁN NHÀ NGÕ 102 TRẦN PHÚ 54M 5 TẦNG GẦN CHUNG CƯ KINH DOANH SẦM UẤT,23 tỷ,54 m²,"Mỗ Lao, Hà Đông",13/02/2026,,20/02/2026,,
"CHÍNH CHỦ GIẢM 2 TỶ BÁN NHÀ KĐT VĂN KHÊ 82,5M 5 TẦNG MT 5M",21 tỷ,83 m²,"La Khê, Hà Đông",13/02/2026,,20/02/2026,,
"CHÍNH CHỦ BÁN RẺ NHẤT VĂN PHÚ 77M 4,5 TẦNG GẦN LACASTA",19 tỷ,77 m²,"Phú La, Hà Đông",13/02/2026,,20/02/2026,,
Giảm 1 tỷ GELEXIMCO 114M MT 6M HOÀN THIỆN ĐẸP GIÁ NHỈNH 21 TỶ,21 tỷ,114 m²,"Dương Nội, Hà Đông",13/02/2026,,20/02/2026,,
"GIẢM 1,5 TỶ LIỀN KỀ XA LA 76M CHÂN CHUNG CƯ KINH DOANH TỐT",22 tỷ,76 m²,"Phúc La, Hà Đông",13/02/2026,,20/02/2026,,
Bán nhà phân lô KDT Văn Phú-Ngã Tư La Khê 5 tầng 65m2 cực đẹp Vỉa hè Oto tránh giá chỉ 17.4tỷ,"17,4 tỷ",65 m²,"La Khê, Hà Đông",13/02/2026,,20/02/2026,,
"Cần bán căn Góc C05 DT103m và C06 81,3m tòa HH2 chung cư Kepler Hà Đông",Giá thỏa thuận,103 m²,"Mỗ Lao, Hà Đông",13/02/2026,,20/02/2026,,
Suất ngoại giao từ tập đoàn - Căn 2PN góc tầng trung An Bình Homeland,Giá thỏa thuận,68 m²,"Dương Nội, Hà Đông",13/02/2026,,20/02/2026,,
"Bán nhà mặt phố Quang Trung Hà Đông 50m2 4T mặt tiền 4.2m hơn 22 tỷ, kinh doanh vỉa hè ôtô tránh CC","22,5 tỷ",50 m²,"Hà Cầu, Hà Đông",,,20/02/2026,,
Bán nhà mặt phố Quang Trung Hà Đông 111m2 4T mặt tiền 4.2m hơn 31 tỷ kinh doanh vỉa hè ôtô tránh CC,31 tỷ,111 m²,"Hà Cầu, Hà Đông",,,20/02/2026,,
"Bán nhà phố Kiến Hưng Hà Đông 80m2 5T mặt tiền 4m hơn 13 tỷ kinh doanh ôtô tránh vỉa hè, 0976 052 ***",14 tỷ,80 m²,"Kiến Hưng, Hà Đông",,,20/02/2026,,
Quỹ hàng nội bộ Vũ Võ chung cư An Bình Homeland giá rẻ hơn thương mại,Giá thỏa thuận,68 m²,"Dương Nội, Hà Đông",13/02/2026,,20/02/2026,,
"** Bán nhà riêng Yên Nghĩa Hà Đông thoáng đẹp 32m*5 tầng , nhà DV giá TL hơn 6 tỷ mới nội thất đẹp","6,45 tỷ",30 m²,"Yên Nghĩa, Hà Đông",,,20/02/2026,,
"Hiếm Bán căn hộ 98m 3 ngủ, 2 vệ sinh tại Chung cư Viện Bỏng ,Lê Hữu Trác,Hà Đông ,Hà Nội. Sđcc","6,2 tỷ",98 m²,"Phúc La, Hà Đông",13/02/2026,,20/02/2026,,
Quỹ căn chuyển nhượng giá tốt Kepler Land Hà Đông (HH01 & HH02) giá chỉ từ ~80 triệu/m²,"4,6 tỷ",46 m²,"Mỗ Lao, Hà Đông",,,20/02/2026,,
"Bán CC đẹp 2PN 2WC tại CT4B Xa La, 5,2 tỷ, 67,8 m2","5,2 tỷ","·67,8 m²","Phúc La, Hà Đông",19/02/2026,,20/02/2026,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",19/02/2026,,20/02/2026,,
Tôi có đầu tư căn BT căn 180m2 An Quý Villas. Nay có công việc gia đình cần ra hàng 3x tỷ,Giá thỏa thuận,180 m²,"Dương Nội, Hà Đông",13/02/2026,,20/02/2026,,
"SUẤT NGOẠI GIAO CĂN 68M2 BAN CÔNG ĐN, KÝ TRỰC TIẾP CĐT, GIÁ RẺ, HƯỞNG FULL CSBH",Giá thỏa thuận,68 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
"Em bán KĐT GELEXIMCO DT 80m2 , 4 tầng 19 ty",19 tỷ,80 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
"Bán căn hộ Hà Đông 68 m2, 2 ngủ 2 WC, nội thất cực đẹp, sổ đỏ chính chủ, chỉ 4.76 tỷ.","4,76 tỷ",68 m²,"Kiến Hưng, Hà Đông",,,20/02/2026,,
"Chú em nhờ bán nhà ngay mỗ lao DT 50m2, 7 tầng thang máy giá 21ty",21 tỷ,50 m²,"Vạn Phúc, Hà Đông",,,20/02/2026,,
"F0 100% nhà mặt phố thanh bình DT 35m2, 5 tầng 12.8 ty",12 tỷ,35 m²,"Mỗ Lao, Hà Đông",,,20/02/2026,,
"Nhà đẹp, 7 tầng thang máy, nội thất xịn , thiết kế hiện đại, giá rẻ nhất khu vực","16,8 tỷ",50 m²,"Kiến Hưng, Hà Đông",13/02/2026,,20/02/2026,,
Bán nhà Văn Quán - hơn 12 tỷ đồng - 60m2x4tầng - 3 mặt thoáng vĩnh viễn - oto đỗ gần,"12,99 tỷ",58 m²,"Văn Quán, Hà Đông",,,20/02/2026,,
"BIỆT THỰ AN VƯỢNG GẦN AEON 190M CHỈ 37 TỶ, ĐƯỜNG 6 LÀN, GIÁ TRỊ TĂNG DẦN.",37 tỷ,190 m²,"Dương Nội, Hà Đông",13/02/2026,,20/02/2026,,
"Liền kề Đô Nghĩa- Hà Đông 75m2, hướng TN, xây thô giá 16.5 tỷ bao tên. Lh: 0936 846 *** gặp Hạnh.","16,5 tỷ",75 m²,"Yên Nghĩa, Hà Đông",,,20/02/2026,,
"Bán nhà mặt phố Nguyễn Thanh Bình - Vạn Phúc, 61 m2, 2 mặt, hướng ĐN- TB. LH: 0936 846 *** gặp Hạnh",30 tỷ,61 m²,"Vạn Phúc, Hà Đông",,,20/02/2026,,
"Liền kề Đô Nghĩa- Hà đông 100m2, 2 mặt tiền, xây thô, giá 20 tỷ bao tên. LH: 0936 846 *** MRS Hạnh.","19,5 tỷ",100 m²,"Yên Nghĩa, Hà Đông",,,20/02/2026,,
"Bán liền kề Đô Nghĩa - Hà Đông, 100m2 ĐN, 2 mặt thoáng, 18 tỷ. LH: 0936 846 *** chị Hạnh",18 tỷ,100 m²,"Yên Nghĩa, Hà Đông",,,20/02/2026,,
"Nhà mặt phố Yên Bình, nhà dân xây mới đón Tết, đẹp long lanh, lô góc 2 mặt thoáng, ô tô đỗ cửa","6,15 tỷ",35 m²,"Yên Nghĩa, Hà Đông",,,20/02/2026,,
"Cần bán trước tết, chủ nhà cực kì thiện chí bán-Nhà 4 tầng đã có đủ nội thất-ngõ rộng-Giá siêu tốt","3,6 tỷ",32 m²,"Biên Giang, Hà Đông",,,20/02/2026,,
"Liền kề N03 - TT04 Mipec DT 85m2. MT 5,7m. 5 tầng thang máy. Vỉa hè rộng. Ô tô chạy vòng quanh",18 tỷ,85 m²,"Kiến Hưng, Hà Đông",13/02/2026,,20/02/2026,,
"Liền kề KĐT Văn Phú, 5 tầng, thang máy, MT 5m, đường 12m, hoàn thiện đẹp full nội thất",15 tỷ,60 m²,"Phú La, Hà Đông",13/02/2026,,20/02/2026,,
BÁN CHUNG CƯ 3 NGÙ FADACON BẮC HÀ HÀ ĐÔNG,"7,1 tỷ",110 m²,"Phúc La, Hà Đông",13/02/2026,,20/02/2026,,
"Em bán siêu biệt thự KĐT dương nội DT 236m2, 4 tầng, MT 29m, 49 tỷ",49 tỷ,236 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
"Bán biệt thự Làng Việt Kiều Châu Âu, Mỗ Lao,Hà Đông DT 255m2, MT 15m full nội thất giá 6x tỷ",Giá thỏa thuận,255 m²,"Mỗ Lao, Hà Đông",13/02/2026,,20/02/2026,,
"Bán CC đẹp 2PN 2WC tại CT4B Xa La, 5,2 tỷ, 67,8 m2","5,2 tỷ","·67,8 m²","Phúc La, Hà Đông",19/02/2026,,20/02/2026,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",19/02/2026,,20/02/2026,,
"Bán LK khu Hoàng Thành Villas, Mỗ Lao trục chính đường 23m DT 140m2 6 tầng kinh doanh nhỉnh 53 tỷ",Giá thỏa thuận,140 m²,"Mỗ Lao, Hà Đông",13/02/2026,,20/02/2026,,
"Chủ gửi bán 10 mảnh đất liền kề khu Văn Khê - La Khê - Hà Đông DT 50m2, GPXD- Hà Nội. Giá từ 8,3 tỷ","8,3 tỷ",50 m²,"La Khê, Hà Đông",,,20/02/2026,,
"Bán căn hộ An Bình Homeland giá gốc chủ đầu tư, chỉ từ 73tr/m2, Vị trí vàng - Nơi An Cư Lý Tưởng","4,96 tỷ",68 m²,"Dương Nội, Hà Đông",13/02/2026,,20/02/2026,,
"Chỉ hơn 70 tr/m2 để sở hữu CC An Bình Homeland Dương Nội, vị trí đắc địa sát Aeon Mall Hà Đông","5,1 tỷ",68 m²,"Dương Nội, Hà Đông",13/02/2026,,20/02/2026,,
"GIẢM 200 TRIỆU BÁN NHÀ ĐẸP DƯƠNG NỘI - 50M2 KINH DOANH GẦN AEON MALL GIÁ 15,8 TỶ","15,8 tỷ",50 m²,"Dương Nội, Hà Đông",13/02/2026,,20/02/2026,,
"CC Bình Vượng 200 Quang Trung 145,5m,4N,2VS. Full nội thất đẹp, khách chỉ việc xách valy về ở","7,6 tỷ","145,5 m²","Quang Trung, Hà Đông",,,20/02/2026,,
Đấu giá Ngô Thì Nhậm - nhà đẹp dân xây - kinh doanh - ô tô dừng đỗ vào nhà,"18,9 tỷ",48 m²,"Quang Trung, Hà Đông",,,20/02/2026,,
Chính thức ra hàng 3 tầng căn hộ đẹp nhất (suất NG) dự án An Bình Homeland giá từ 63tr/m2 chưa VAT,Giá thỏa thuận,68 m²,"Dương Nội, Hà Đông",,,20/02/2026,,
"Bán liền kề Him Lam Vạn Phúc Hà Đông, mặt đường đôi, kinh doanh, 91m2 nhỉnh 32 tỷ, 2 mặt tiền",Giá thỏa thuận,91 m²,"Vạn Phúc, Hà Đông",12/2/2026,,20/02/2026,,
"Bán liền kề Văn Quán Hà Đông, ngay ngã ba mặt đường Nguyễn Khuyến, 110m2, 5 tầng nhỉnh 26 tỷ",Giá thỏa thuận,110 m²,"Phúc La, Hà Đông",12/2/2026,,20/02/2026,,
GIÁ SIÊU TỐT TRONG KHU VỰC LÀNG VIỆT KIỀU CHÂU ÂU VỊ TRÍ ĐẮC ĐỊA KINH DOANH VĂN PHÒNG,"26,3 tỷ",77 m²,"Mỗ Lao, Hà Đông",,,20/02/2026,,
"Bán BT tại Thanh Hà Mường Thanh, 21 tỷ, 200m2, 4 tầng, mặt tiền 10m",21 tỷ,200 m²,"Kiến Hưng, Hà Đông",,,20/02/2026,,
Bán căn hộ chung cư The Vesta - DT 56m2 - 2PN 2WC - hàng hiếm trong phân khúc - nhà đẹp ở ngay,"3,7 tỷ",56 m²,"Phú Lãm, Hà Đông",,,20/02/2026,,
Bán nhà mặt Đường Bế Văn Đàn - Hà Đông - đường ô tô tránh - kinh doang sầm uất,15 tỷ,33 m²,"Quang Trung, Hà Đông",,,20/02/2026,,
