title,price,area,location,scraped_date,published_date,description,bedrooms,bathrooms
"Bán đất phân lô LK28-10 khu dịch vụ 2 Đồng Mai-Hà Đông - sát đường 18,5m - đi vài bước ra KĐT 226ha","7,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
"Tài chính 2.4 tỷ - Chính chủ thiện chí bán nhanh CH - 42m, full nội thất tòa CT2 Nam Xa La.",Giá thỏa thuận,42 m²,"Phúc La, Hà Đông",,,,,
"Chính chủ cần bán 2.x tỷ căn hộ tại tòa Nam Xa La, Hà Đông. căn 1n1wc view thoáng nhà đẹp",Giá thỏa thuận,42 m²,"Phúc La, Hà Đông",26/01/2026,,,,
"Cần bán CH 82m2 tòa CT5 kđt Xa La, Hà Đông. căn 3n2wc giá thương lượng","5,2 tỷ",82 m²,"Phúc La, Hà Đông",26/01/2026,,,,
"Bán căn hộ 19T Kiến Hưng, 2PN2WC 70m2 sổ hồng chính chủ, giá chỉ 3.8 tỷ","3,8 tỷ",70 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"LK 100m2 mặt đường 20,5 m rộng nhất khu B Gelexinco giá chỉ 18.x tỷ cả nhà","18,5 tỷ",100 m²,"Dương Nội, Hà Đông",,,,,
"BÁN NHANH CĂN GÓC XẺ KHE HOÀN THIỆN ĐẸP SUẤT SẮC KHU GELEXIMCO, SẴN SỔ",Giá thỏa thuận,85 m²,"Dương Nội, Hà Đông",,,,,
Bán nhà 3 tầng mặt ngõ kinh doanh tốt tại Yên Nghĩa DT 92.9m2,Giá thỏa thuận,"92,9 m²","Yên Nghĩa, Hà Đông",,,,,
"Tôi bán nhanh chung cư Bình Vượng 200 Quang Trung 115m2, 3 ngủ, 2 vs, giá tốt",Giá thỏa thuận,115 m²,"Quang Trung, Hà Đông",,,,,
"Cần bán Hồ Gươm Plaza Hà Đông 65m2, 2 phòng ngủ, 2 VS",Giá thỏa thuận,65 m²,"Mỗ Lao, Hà Đông",,,,,
"Rẻ. Bán chung cư HTT Tower 197 Trần Phú, Hà Đông 90m2, 3PN, 2VS, giá tốt",Giá thỏa thuận,90 m²,"Văn Quán, Hà Đông",,,,,
"Cần bán gấp căn góc 70m 2pn 2vs sổ hồng lâu dài giá chỉ 4,3x tỷ tại tòa ct4 kđt xa la , Hà Đông",Giá thỏa thuận,70 m²,"Phúc La, Hà Đông",26/01/2026,,,,
"Cần bán CH KĐT Xa La, CH 2PN2WC căn góc rất thoáng, sổ hồng lâu dài, nhà nguyên bản giá 3.89 tỷ","3,89 tỷ",63 m²,"Phúc La, Hà Đông",26/01/2026,,,,
"Bán chung cư Fodacon Bắc Hà, Trần Phú, Hà Đông 100m2, 3 phòng ngủ, giá tốt",Giá thỏa thuận,100 m²,"Mỗ Lao, Hà Đông",,,,,
"Bán nhanh chung cư Mipec Kiến Hưng, Hà Đông, 57m2, 2 ngủ, giá tốt",Giá thỏa thuận,57 m²,"Kiến Hưng, Hà Đông",,,,,
"Tôi bán nhanh chung cư Bình Vượng 200 Quang Trung 146m2, 4 ngủ, 2 VS, giá tốt",Giá thỏa thuận,146 m²,"Quang Trung, Hà Đông",,,,,
"Giá nào cũng bán! Tôi cần bán nhanh, bán gấp căn 2 phòng ngủ full, SĐCC tại toà CT4 Xa La",Giá thỏa thuận,53 m²,"Phúc La, Hà Đông",,,,,
"Bán CH chung cư Sails , Sông Nhuệ, 2n1wc tầng tủng, sổ hồng lâu dài, giá nhỉnh 3.7x tỷ","3,78 tỷ",60 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
30 tỷ. Tôi Bán Biệt Thự Geleximco 200m 4 Tầng Mặt Tiền 10m Vị Trí Trung Tâm Gần Công Viên Vườn Hoa,30 tỷ,200 m²,"Dương Nội, Hà Đông",,,,,
CHÍNH CHỦ BÁN GẤP LIỀN KỀ B37-Ô25 KHU B GELEXIMCO (60M - 5 TẦNG - ĐƯỜNG RỘNG 30M) GIÁ CHỈ HƠN 14 TỶ,14 tỷ,60 m²,"Dương Nội, Hà Đông",,,,,
"CẦN TIỀN TÔI CẮT LỖ BÁN NHANH CĂN 2 NGỦ FULL ĐỒ , SDCC ĐẸP NHẤT TÒA NAM XALA CHỈ VIỆC VỀ Ở",Giá thỏa thuận,70 m²,"Phúc La, Hà Đông",,,,,
"Bán liền kề dịch vụ Văn Phú Hà Đông 50m2, 7 tầng thang máy, full nội thất cao cấp. Giá 21,85 tỷ","21,85 tỷ",·50 m²,"Phú La, Hà Đông",29/01/2026,,,,
"Bán đất phân lô LK28-10 khu dịch vụ 2 Đồng Mai-Hà Đông - sát đường 18,5m - đi vài bước ra KĐT 226ha","7,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
"TRẢ GIÁ LÀ BÁN !!! CHÍNH CHỦ CẦN BÁN NHANH CĂN 2 NGỦ HOA HẬU FULL ĐỒ , SĐCC TẠI TOÀ CC CT5 XALA .",Giá thỏa thuận,54 m²,"Phúc La, Hà Đông",,,,,
"Giảm giá bán gấp CH CT4, kđt Xa La Hà Đông. 2n2wc giá 4.6 tỷ tầng trung, ban công Đông Nam cực mát","4,6 tỷ",70 m²,"Phúc La, Hà Đông",26/01/2026,,,,
CẮT LỖ GIÁ NÀO CŨNG BÁN TÔI CẦN BÁN GẤP CĂN 2 NGỦ NHÀ ĐẸP FULL ĐỒ CHỈ VIỆC VÀO Ở TẠI CC NAM XALA,Giá thỏa thuận,42 m²,"Phúc La, Hà Đông",,,,,
Chính chủ nhờ bán căn An Quý dãy G11 diện tích 182m2. Rẻ hơn CĐT 6 tỷ. Bán gấp,Giá thỏa thuận,182 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
"Cần bán CH CT6C KĐT Xa La, Hà Đông. Hợp đồng mua bán vi bằng, 2PN2WC giá 2.1 tỷ","2,1 tỷ",62 m²,"Phúc La, Hà Đông",26/01/2026,,,,
"Bán gấp 28 tỷ biệt thự Dương Nội - Nam Cường, Hà đông, chính chủ, miễn TG 0989 792 ***",28 tỷ,180 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
"Biệt thự An Khang 2 mặt đường, Đông Nam, ở luôn, mặt sau công viên",45 tỷ,198 m²,"La Khê, Hà Đông",26/01/2026,,,,
"Bán gấp BT An Hưng, 240m2 hướng Đông Nam. Giá cực tốt",Giá thỏa thuận,240 m²,"La Khê, Hà Đông",26/01/2026,,,,
"Bán gấp biệt thự lô góc kinh doanh khu đô thị An Hưng, 0989 325 ***",45 tỷ,321 m²,"La Khê, Hà Đông",26/01/2026,,,,
"Cần bán gấp CH chung cư Nam Xa La, 2PN2WC sổ hồng lâu dài, nhà nguyên bản khách tự ý sửa chữa","4,3 tỷ",75 m²,"Phúc La, Hà Đông",26/01/2026,,,,
"Cần bán gấp căn biệt thự 225m2, dãy D01 An Vượng Villas - Khu ĐT Dương Nội 0989 325 ***",Giá thỏa thuận,225 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
"Giá tốt nhất dự án The Pride 6tỷ3 - 102,8m2 sẵn sổ. Full nội thất","6,3 tỷ","102,8 m²","La Khê, Hà Đông",,,,,
Biệt Thự 226m2 -KĐT XA LA- zá đầu tư mặt tiền khủng 11m- Vỉa hè- Kinh Doanh,45 tỷ,226 m²,"Phúc La, Hà Đông",,,,,
"Rẻ nhất, Phúc Thành Biên Giang Hà Đông DT:30m2 4 tầng 6MT, cách 10m ra ngõ ô tô tránh nhau.","4,3 tỷ",30 m²,"Biên Giang, Hà Đông",,,,,
"Chính chủ cần bán gấp CH Sails, Sông Nhuệ, Hà Đông, SĐCC, giá chỉ 4.2x tỷ, căn 2PN2WC 75m2","4,29 tỷ",75 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Đừng bỏ lỡ! Chung cư Samsora Cầu Am 60m2, 2 phòng ngủ, 2VS, nội thất VIP, giá nhỉnh 5 tỷ","5,25 tỷ",60 m²,"Quang Trung, Hà Đông",,,,,
"Bán lô đất phân lô dịch vụ KĐT Hàng Bè, Kiến Hưng - 50m2 x 4m cạnh Công Viên, Gần Trường Mầm Non BM",12 tỷ,50 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán căn biệt thự An Quý KĐT Dương Nội, 180m2 cạnh vườn hoa giá rẻ nhất dự án: 0985 999 ***",Giá thỏa thuận,180 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
"Bán biệt thự Solasta Mansion KĐT Nam Cường, hỗ trợ 0% 24 tháng, mặt đường 21.5m. 0985 999 ***",Giá thỏa thuận,170 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
"Nhà ở thổ cư, lô góc, ngõ thông - tổ 9 mậu lương hà đông","9,3 tỷ",37 m²,"Kiến Hưng, Hà Đông",,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
"KĐT Đô Nghĩa - Yên Nghĩa, kinh doanh sàm uất, hai mặt đường, ô tô, DT 75m2x5T",Giá thỏa thuận,75 m²,"Yên Nghĩa, Hà Đông",26/01/2026,,,,
"Cập nhật bảng hàng ngoại giao tòa HH2 Kepler Land, giá tốt nhất thị trường",Giá thỏa thuận,45 m²,"Mỗ Lao, Hà Đông",,,,,
"BÁN NHÀ MẶT PHỐ NGÔ THÌ NHẬM 83*7T thang máy, Tầng 1 KD, Đẹp nhất cả khu , 0902 272 ***",36 tỷ,83 m²,"Quang Trung, Hà Đông",,,,,
"Bán nhà đẹp cho người tâm huyết. CC trung tâm quận Hà Đông, SDU, 143 Trần Phú, 69.8m2, 2PN, full đồ",Giá thỏa thuận,"69,8 m²","Văn Quán, Hà Đông",,,,,
Chính chủ bán gấp căn góc đẹp nhất tòa SDU 143 Trần Phú 65m2 full nội thất xịn sò giá nhỉnh X tỷ,Giá thỏa thuận,65 m²,"Văn Quán, Hà Đông",,,,,
"Bán gấp bất chấp giá cả, CH siêu VIP tòa HH2 Xuân Mai Complex, 62m2, 2PN, full nội thất, bao tên",Giá thỏa thuận,62 m²,"Yên Nghĩa, Hà Đông",,,,,
"Chủ cần bán gấp đất Văn La 36m2 MT 3,5m - lô góc - giáp KĐT Văn Phú giá chỉ 6,x tỷ","6,8 tỷ",36 m²,"Phú La, Hà Đông",26/01/2026,,,,
"Chính chủ bán căn hộ A501 Lacasta 85,6m2, đầy đủ nội thất giá 7.95 tỷ (TL). LH Huy 0982 880 ***","7,95 tỷ","85,6 m²","Phú La, Hà Đông",26/01/2026,,,,
"BÁN GẤP NHÀ LÊ LỢI -HÀ ĐÔNG, Ô TÔ ĐỖ CỬA- VỊ TRÍ KINH DOANH 45M -5TẦNG GIÁ 12.5 TỶ LH0962 797 ***","12,5 tỷ",45 m²,"Quang Trung, Hà Đông",,,,,
Thông Tin mới nhất về Chung Cư An Bình HomeLand,Giá thỏa thuận,"67,7 m²","Dương Nội, Hà Đông",,,,,
ĐẦU PHỐ QUANG TRUNG- HÀ ĐÔNG. Diện tích: 100m * mt 5m* 6 tầng thang máy. Vị trí kinh doanh.,"29,5 tỷ",100 m²,"Quang Trung, Hà Đông",26/01/2026,,,,
Nhà đất đẹp nhất Văn Quán: Thông số vàng: DT: 70m2 - MT 5m - đường ô tô tránh. Giá 210tr/m2,"14,7 tỷ",70 m²,"Văn Quán, Hà Đông",26/01/2026,,,,
Hàng kín: Lô góc Biệt thự Nguyễn Văn Lộc: Diện tích: 180m. Mật độ XD: 140m/ sàn.,50 tỷ,180 m²,"Mỗ Lao, Hà Đông",26/01/2026,,,,
"Dương Nội - ngay AeonMall. Duy nhất diện tích: 100m2 - MT 8m. Vị trí KD, làm văn phòng đều được","27,8 tỷ",100 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
"Siêu hiếm - Mộ Lao - Hà Đông DT: 88m2, nhà 5 tầng, mặt tiền 10m. Giá 25 tỷ. Sổ đẹp, pháp lý chuẩn",25 tỷ,88 m²,"Mỗ Lao, Hà Đông",26/01/2026,,,,
Biệt thự Lô góc Nguyễn Văn Lộc: Diện tích: 190m* 30m mặt tiền. Vị trí đẹp xuất sắc.,45 tỷ,190 m²,"Mỗ Lao, Hà Đông",26/01/2026,,,,
"Chính chủ cần bán căn nhà phố An Hòa, ô tô tránh, kinh doanh. Diện tích: 63m- 4 tầng.","18,5 tỷ",63 m²,"Mỗ Lao, Hà Đông",26/01/2026,,,,
Bán toà nhà chdv khu phân lô lk vỉa hè ô tô tránh Mậu Lương - 8t - thang máy - pccc - 100tr/th,"18,9 tỷ",66 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"CHỈ 4,8 TỶ SỞ HỮU NGAY CHUNG CƯ 2PN 63m2 dự án AN BÌNH HOMELAND - HÀ ĐÔNG .",Giá thỏa thuận,68 m²,"Dương Nội, Hà Đông",,,,,
"BÁN NHÀ RIÊNG MẬU LƯƠNG ĐA SỸ KIẾN HƯNG 34,5m2, GIÁ 6,3 tỷ, NHÀ 5 TÂNG ĐẦY ĐỦ NỘI THẤT","6,3 tỷ","34,5 m²","Kiến Hưng, Hà Đông",,,,,
"Bán liền kề dịch vụ Văn Phú Hà Đông 50m2, 7 tầng thang máy, full nội thất cao cấp. Giá 21,85 tỷ","21,85 tỷ",·50 m²,"Phú La, Hà Đông",29/01/2026,,,,
"Bán đất phân lô LK28-10 khu dịch vụ 2 Đồng Mai-Hà Đông - sát đường 18,5m - đi vài bước ra KĐT 226ha","7,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
An cư Hà Đông chỉ 3.8 tỷ Căn 2PN 2VS 19T Kiến Hưng SĐCC,"3,8 tỷ",70 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán gấp căn nhà tại Hà Đông 71m2, 5 tầng, phân lô ô tô tránh, KD tốt. Chỉ 14 tỷ.",Giá thỏa thuận,71 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán gấp đất DV Đìa Lão, 50m2, mt 5,5m, kinh doanh đỉnh, view công viên, 3 ô tô tránh, chỉ 11,8 tỷ","11,8 tỷ",50 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán nhà Văn Quán, vị trí kinh doanh, ô tô - phân lô, 55m2, mặt tiền 5m, giá chỉ 14 tỷ",14 tỷ,55 m²,"Văn Quán, Hà Đông",26/01/2026,,,,
"Chỉ 12,7 tỷ, Bán gấp đất Dv Yên Nghĩa, 50mx4,3m,Trục chính kinh doanh, view ĐH Phenika, không lỗi","12,7 tỷ",50 m²,"Yên Nghĩa, Hà Đông",,,,,
"Giá đầu tư chỉ 12,5 tỷ, bán gấp đất DV Đìa Lão, 50m2, MT 4m, kinh doanh, vỉa hè","12,5 tỷ",50 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán gấp đất Đấu Giá Mậu Lương, 60m2, mt 5m, Kinh doanh,ô tô tránh, giá đầu tư chỉ 13,3 tỷ","13,3 tỷ",60 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán nhà Dãn Dân Văn Quán, 40m2, mt 4m, 5 tầng,ô tô tránh, vỉa hè, kinh doanh, giá chỉ 13,6 tỷ","13,6 tỷ",40 m²,"Văn Quán, Hà Đông",,,,,
"Bán đất KĐG Phú Lương, 50m2x5m, Trucj Chính, Kinh doanh, ô tô tránh, đường 18m, giá đầu tư 10,8 tỷ","10,8 tỷ",50 m²,"Phú Lương, Hà Đông",,,,,
"BÁN NHÀ 5 TẦNG KIẾN HƯNG 33m21- Mt 4,3M- Ô TÔ CHẠY THÔNG - GARA - KINH DOANH NHỎ - LÔ GÓC - 8.x tỷ","8,6 tỷ",33 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Bán nhà riêng Văn Phú Hà Đông, phân lô ô tô tránh 85m², kinh doanh đa ngành nghề, 6 tầng, chỉ 21 tỷ",18 tỷ,85 m²,"Phú La, Hà Đông",,,,,
Nguyễn Văn Lộc 1 nhà ra ô tô tránh. Nhà mới 5 tầng ở luôn. Giá 7 tỷ hơn. LH 0989 388 ***0794 182 ***,"7,98 tỷ",23 m²,"Mỗ Lao, Hà Đông",26/01/2026,,,,
"Cần bán gấp căn 2PN/ 65m2 chung cư HH2 Xuân Mai Yên Nghĩa full nội thất, giá 4,25 tỷ","4,25 tỷ",65 m²,"Yên Nghĩa, Hà Đông",26/01/2026,,,,
"Cần bán căn góc 97m2 chung cư CT2 Văn Khê, 3 phòng ngủ, giá 6.22 tỷ có thương lượng","6,22 tỷ",97 m²,"La Khê, Hà Đông",26/01/2026,,,,
"Cần bán căn góc 103m2 chung cư CT2 Văn Khê, 3 phòng ngủ nội thất rồi giá 6.050tỷ","6,05 tỷ",103 m²,"La Khê, Hà Đông",26/01/2026,,,,
Cần bán đất A2.4 LK 5 giá 9x triệu/m2,11 tỷ,117 m²,"Kiến Hưng, Hà Đông",,,,,
Bán căn 96m2 view hồ Văn Quán. Giá thoả thuận,"5,9 tỷ",96 m²,"Văn Quán, Hà Đông",26/01/2026,,,,
"Cần bán 62m2 chung cư HH2 Xuân Mai Dương Nội, 2PN, giá 4.25 tỷ","4,25 tỷ",62 m²,"Yên Nghĩa, Hà Đông",26/01/2026,,,,
"Cần bán căn hộ 105m2, 3 phòng ngủ CT6 Văn Khê, 2PN, giá 6,3 tỷ","6,3 tỷ",105 m²,"La Khê, Hà Đông",26/01/2026,,,,
"Bán gấp căn hộ 151m2 CT5 Văn Khê, 4 phòng ngủ, giá 7.5tỷ","7,5 tỷ",151 m²,"La Khê, Hà Đông",26/01/2026,,,,
"Bán liền kề dịch vụ Văn Phú Hà Đông 50m2, 7 tầng thang máy, full nội thất cao cấp. Giá 21,85 tỷ","21,85 tỷ",·50 m²,"Phú La, Hà Đông",29/01/2026,,,,
"Bán đất phân lô LK28-10 khu dịch vụ 2 Đồng Mai-Hà Đông - sát đường 18,5m - đi vài bước ra KĐT 226ha","7,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
"Cần bán căn 65m2 chung cư HH2 Xuân Mai Dương Nội, 2PN, giá 4,35 tỷ","4,35 tỷ",65 m²,"Yên Nghĩa, Hà Đông",26/01/2026,,,,
"Tổng hợp căn hộ HH2 Xuân Mai, Yên Nghĩa 49m2, 51m2, 57m2, 62m2",Giá thỏa thuận,49 m²,"Yên Nghĩa, Hà Đông",26/01/2026,,,,
"Cần chuyển nhượng gấp căn hộ 106m2, 3PN chung cư CT6Văn Khê. Giá 6.3 tỷ nội thất rồi","6,3 tỷ",106 m²,"La Khê, Hà Đông",26/01/2026,,,,
Cần bán căn 2 ngủ 1WC tại chung cư HH2 Xuân Mai giá 3.850 tỷ,"3,85 tỷ",51 m²,"Yên Nghĩa, Hà Đông",26/01/2026,,,,
"Chỉ 7x tr/m2 căn hộ cao cấp An Bình Homeland thanh toán tiến độ, không áp lực lãi vay",5 tỷ,68 m²,"Dương Nội, Hà Đông",,,,,
Bán biệt thự Văn Quán Nguyễn Khuyến Hà Đông 235m2 4T mặt tiền 12m hơn 49 tỷ ôtô tránh vỉa hè LHCC,50 tỷ,235 m²,"Văn Quán, Hà Đông",,,,,
bán nhà liền kề khu La casta Văn Phú- 75m2 nhà hoàn thiện ở ngay,21 tỷ,75 m²,"Phú La, Hà Đông",26/01/2026,,,,
Hơn 200tr/m2 mặt phố Văn Quán kinh doanh sầm uất. 100m2 x 5T dòng tiền 50tr/tháng không lỗi gì,Giá thỏa thuận,100 m²,"Phúc La, Hà Đông",,,,,
Cần tiền bán nhanh nhà mặt phố Quang Trung Hà Đông Giá 16 tỷ. Sẵn dòng tiền cho thuê.,16 tỷ,"51,6 m²","Quang Trung, Hà Đông",,,,,
"Bán nhà Vạn Phúc, DT 40m2 hơn 12 Tỷ 5 tầng thang máy, ngõ ô tô thông full nội thất.","12,5 tỷ",40 m²,"Vạn Phúc, Hà Đông",,,,,
"Chính chủ bán chung cư Bemes Hà Đông, 68 m2, 2 ngủ 2 wc, nội thất xịn, sổ đỏ chuẩn, giá chỉ 4.76 tỷ","4,76 tỷ",68 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán gấp nhà lô góc Lê Lợi, DT 46m2 xây mới 5 tầng TM hơn 12 tỷ, cách 1 nhà ra phố, gần chợ Hà Đông","12,9 tỷ",46 m²,"Hà Cầu, Hà Đông",,,,,
"Bán gấp nhà KĐT Văn Quán, DT 70m2 hơn 19 Tỷ giá đầu tư , gần chợ Yên Phúc LHCC 0879 888 ***","19,5 tỷ",70 m²,"Phúc La, Hà Đông",,,,,
"Tôi cần bán căn 57m2 2PN 2WC, tầng trung, SĐCC, hỗ trợ bank 3,7x tỷ tại The Vesta hà Đông","3,79 tỷ",57 m²,"Phú Lãm, Hà Đông",26/01/2026,,,,
"Cực đẹp!!Bán căn hộ ở The Vesta - Hà Đông 72m2, SĐCC, vay bank, giá nhỉnh 4 tỷ, hướng mát","4,39 tỷ",72 m²,"Phú Lãm, Hà Đông",26/01/2026,,,,
"Cắt lỗ! Căn góc 74m2 3PN, SĐCC, nhỉnh 4 tỷ hướng mát, giá rẻ tại The Vesta - Hà Đông","4,6 tỷ",74 m²,"Phú Lãm, Hà Đông",26/01/2026,,,,
"Bán nhanh biệt thự An Vượng KĐT Dương Nội view vườn hoa gần hồ, giá 38 tỷ",38 tỷ,180 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
Bán nhà phường Yên Nghĩa hà đông 30m2 x5 tầng giá 4TỶ,4 tỷ,30 m²,"Yên Nghĩa, Hà Đông",,,,,
"Chủ nhà gửi bán gấp căn hộ chuẩn bị bàn giao khu đô thị mới văn khê, Hà Đông, Hà Nội",Giá thỏa thuận,70 m²,"La Khê, Hà Đông",,,,,
Quang Trung Hà Đông - gấp - 21m2 6.4 tỷ - VF3 đỗ cửa - nhà mới tinh - 3 ngủ full nội thất công năng,"6,4 tỷ",21 m²,"Quang Trung, Hà Đông",,,,,
"Bán CC đẹp 2PN 2WC tại CT4B Xa La, 5,2 tỷ, 67,8 m2","5,2 tỷ","·67,8 m²","Phúc La, Hà Đông",29/01/2026,,,,
"Bán liền kề dịch vụ Văn Phú Hà Đông 50m2, 7 tầng thang máy, full nội thất cao cấp. Giá 21,85 tỷ","21,85 tỷ",·50 m²,"Phú La, Hà Đông",29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
"Hiếm, duy nhất, bán nhà tập thể đẹp long lanh Cầu Bươu, ở trước tết dt 60m2, tầng 2, 3.2 tỷ có TL","3,2 tỷ",60 m²,"Kiến Hưng, Hà Đông",,,,,
"Nhà anh Biên, xây 6 tầng - Khu đô thị Him Lam vạn Phúc. Vỉa hè, ô tô tránh, gara ô tô",Giá thỏa thuận,48 m²,"Vạn Phúc, Hà Đông",,,,,
"Chính chủ cần bán căn tầng trung 19T Kiến Hưng, sổ lâu dài chủ ĐT Vinaconex 70m2, 3,8 tỷ","3,8 tỷ",70 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Chính chủ quỹ căn BT 180m2, 198m2, góc 250m2. Hướng Đông Nam, MT 9m, gần vườn hoa, giá 3x tỷ",Giá thỏa thuận,198 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
"Bán căn hộ chung cư view đẹp tại Samsora Premier, 5,85 tỷ, 70m2","5,85 tỷ",70 m²,"Quang Trung, Hà Đông",,,,,
"Cần bán gấp shophouse V6 khu đô thị Văn Phú, ngay cột đồng hồ, 90m2x6T, đang cho thuê 35 tr/th","31,5 tỷ",90 m²,"Phú La, Hà Đông",26/01/2026,,,,
"Bán căn hộ CC The Sparks, 3tỷ990, 57m2, 2PN + 2WC, chính chủ, uy tín tại Dương Nội, Hà Đông","3,99 tỷ",57 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
"Bán CC The Sparks, Nguyễn Văn Trác, Dương Nội, Hà Đông, 3,790 ty",3 tỷ,"56,5 m²","Dương Nội, Hà Đông",26/01/2026,,,,
"Cần bán căn mặt đường Tố Hữu, vị trí đẹp, giá cực tốt, LH 0979 008 ***",Giá thỏa thuận,100 m²,"Vạn Phúc, Hà Đông",26/01/2026,,,,
Bán biệt thự An Quý - Nam Cường vị trí đẹp giá 3x tỷ,36 tỷ,180 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
"Bán biệt thự An Quý Villas hướng Đông Nam giá 3x tỷ, Lh 0941 856 ***",Giá thỏa thuận,180 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
"Bán căn hộ 68m2 2N2VS TSQ Thiên Niên Kỷ Hà Đông full nội thất xịn 6.4 tỷ,sẵn sổ.LH 0975 674 ***","6,4 tỷ",68 m²,"Quang Trung, Hà Đông",,,,,
"Shophouse Him Lam Vạn Phúc mặt đường Tố Hữu giá tốt cần bán, LH 0979 008 ***",Giá thỏa thuận,91 m²,"Vạn Phúc, Hà Đông",26/01/2026,,,,
"Bán căn góc 3 mặt đường, mặt tiền hơn 20m, vip nhất Him Lam, LH 0979 008 ***",Giá thỏa thuận,210 m²,"Vạn Phúc, Hà Đông",26/01/2026,,,,
"Bán nhanh căn E Park Kiara 127m2 tầng đẹp. View bể bơi, giá 16.X tỷ bao thuế phí. LH: 0931 686 ***",Giá thỏa thuận,127 m²,"La Khê, Hà Đông",,,,,
"Bán BT 230m2, MT 12m, 4T, sân vườn siêu rộng giá đầu tư chỉ 37 tỷ. Giá đầu tư",37 tỷ,230 m²,"Phú La, Hà Đông",26/01/2026,,,,
Duy nhất 1 La Casta 2 mặt đường lớn DT 86m2 5 tầng MT 5m. Đẹp nhất La Casta. Chỉ hơn 20.6 tỷ,"20,6 tỷ",86 m²,"Phú La, Hà Đông",26/01/2026,,,,
Duy nhất 1 La Casta 2 mặt đường lớn DT 88m2 5 tầng MT 5m. Đẹp nhất La Casta. Chỉ hơn 23.5,23 tỷ,88 m²,"Phú La, Hà Đông",26/01/2026,,,,
BẢNG HÀNG HƠN 300 CĂN ĐỘC QUYỀN VIEW ĐẸP ĐƯỢC BOOKING Ở AN BÌNH HOMELAND GIÁ RẺ LH; 0931 982 ***,Giá thỏa thuận,68 m²,"Dương Nội, Hà Đông",,,,,
LK VĂN PHÚ 110m. 5 tầng. MT 6m vỉa hè 5m đường 18m KD gần công viên 365 chỉ 22.5 tỷ giá đầu tư.,"22,5 tỷ",110 m²,"Phú La, Hà Đông",26/01/2026,,,,
"Bán CC đẹp 2PN 2WC tại CT4B Xa La, 5,2 tỷ, 67,8 m2","5,2 tỷ","·67,8 m²","Phúc La, Hà Đông",29/01/2026,,,,
